<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
210723;000000;28.3700000;28.9500000;28.3050000;28.9200000;16720900
240723;000000;28.8200000;29.0900000;28.6200000;28.8250000;18315500
250723;000000;28.8250000;29.3000000;28.5800000;28.9800000;29834300
260723;000000;28.9900000;29.2600000;28.8300000;29.1700000;18971400
270723;000000;29.2900000;29.4950000;29.0800000;29.3350000;24190900
280723;000000;29.3300000;29.5000000;29.1150000;29.2550000;20171400
310723;000000;29.3850000;29.8000000;29.3850000;29.7850000;25196300
010823;000000;29.7800000;31.8000000;29.5300000;31.3750000;90521400
020823;000000;31.2700000;32.0500000;31.0700000;31.4900000;46879800
030823;000000;31.5000000;31.8500000;31.1450000;31.7850000;35507500
040823;000000;31.8800000;32.9000000;30.5000000;31.0500000;99943600
070823;000000;31.2500000;31.8400000;30.2150000;30.6500000;49901900
080823;000000;30.6100000;30.8000000;29.5550000;30.7550000;41805000
090823;000000;30.8400000;31.0350000;30.2900000;30.7900000;25783200
100823;000000;30.9100000;31.5550000;30.6350000;31.4300000;30173200
110823;000000;31.4450000;32.4400000;31.1150000;32.2600000;49635600
140823;000000;32.4800000;33.1400000;31.0000000;31.1800000;84562100
150823;000000;30.8950000;32.2700000;30.3300000;31.0150000;73678700
160823;000000;31.0500000;31.4250000;29.9050000;30.2000000;45204600
170823;000000;30.5200000;30.7200000;29.9050000;30.3800000;24129100
180823;000000;30.3600000;30.6600000;30.0200000;30.5950000;24356700
210823;000000;30.7150000;30.8000000;30.3300000;30.4350000;29453800
220823;000000;30.5150000;30.8400000;30.3300000;30.7500000;23362600
230823;000000;30.8050000;31.1650000;30.0000000;30.2000000;43911300
240823;000000;30.2850000;30.7100000;30.1350000;30.5950000;13630600
250823;000000;30.6500000;30.7400000;30.2900000;30.5100000;10004900
280823;000000;30.5950000;31.0350000;30.5000000;30.9200000;20110200
290823;000000;31.0000000;31.5500000;30.8200000;31.3350000;30916300
300823;000000;31.4050000;31.6350000;31.1000000;31.3750000;21284300
310823;000000;31.3950000;31.6000000;31.2250000;31.3400000;17223700
010923;000000;31.4000000;31.4700000;31.1300000;31.4100000;10730900
040923;000000;31.5250000;32.3000000;31.4500000;32.1400000;30192200
050923;000000;32.1500000;32.7900000;31.8100000;32.3000000;42342600
060923;000000;32.3350000;32.3950000;31.6600000;32.2150000;30217200
070923;000000;32.2200000;32.6700000;31.2050000;31.2850000;47428500
080923;000000;31.2950000;31.5200000;30.5500000;30.6850000;29684600
110923;000000;30.6800000;30.7750000;30.0100000;30.1250000;21538300
120923;000000;30.4300000;30.9250000;30.1100000;30.9000000;26559600
130923;000000;30.9050000;30.9200000;30.3200000;30.4250000;17214000
140923;000000;30.4000000;30.5000000;29.7050000;30.2700000;27583200
150923;000000;30.2600000;30.7900000;30.0450000;30.5700000;17907300
180923;000000;30.7000000;30.8900000;30.2200000;30.3550000;14859000
190923;000000;30.3600000;30.4350000;29.3000000;29.4250000;27722700
200923;000000;29.4950000;29.6750000;28.6150000;29.2000000;32981600
210923;000000;29.2000000;29.3750000;28.3700000;28.4550000;25519400
220923;000000;28.4900000;28.9350000;28.2000000;28.6600000;18250400
250923;000000;28.7000000;29.2800000;28.4100000;28.9200000;16046700
260923;000000;28.9250000;28.9500000;28.5400000;28.7350000;18315200
270923;000000;28.8500000;29.2500000;28.7800000;29.0650000;16222700
280923;000000;29.1400000;30.2500000;29.0150000;30.0250000;23508500
290923;000000;30.0500000;31.8950000;29.8600000;31.5300000;80867500
021023;000000;31.8500000;33.4600000;31.7000000;32.5900000;201357800
031023;000000;32.5350000;33.7000000;32.0500000;33.3700000;143936600
041023;000000;33.3950000;34.1750000;32.7750000;32.7850000;132050800
051023;000000;32.9000000;34.0500000;32.6700000;33.7250000;117032700
061023;000000;33.9250000;34.1000000;33.2600000;33.8350000;66211100
091023;000000;34.0500000;34.5450000;33.1800000;33.3850000;65247700
101023;000000;33.4300000;33.6700000;33.1100000;33.2900000;24302200
111023;000000;33.2900000;33.4200000;31.6300000;31.8800000;54405600
121023;000000;31.7900000;32.3800000;31.5750000;32.2350000;36072800
131023;000000;32.2550000;32.7500000;32.1350000;32.4800000;26454500
161023;000000;32.6000000;32.8900000;32.2300000;32.7850000;27880400
171023;000000;32.7750000;33.1000000;32.6250000;32.9500000;20792100
181023;000000;32.9900000;33.1500000;32.5600000;32.9600000;28506300
191023;000000;33.0100000;33.0150000;32.6600000;32.8950000;16092000
201023;000000;32.9050000;32.9050000;32.1350000;32.6150000;32972400
231023;000000;32.5800000;32.6850000;32.1950000;32.2750000;14757900
241023;000000;32.1900000;33.0750000;31.9000000;32.8200000;45559100
251023;000000;32.7200000;34.1700000;32.4000000;33.2400000;82285800
261023;000000;33.2400000;33.5200000;32.4500000;32.5750000;26507500
271023;000000;32.4900000;32.9750000;31.8750000;32.7850000;31644100
301023;000000;32.6700000;33.5750000;32.4900000;32.9800000;26322900
311023;000000;32.9350000;33.3000000;32.3000000;32.6750000;25148600
011123;000000;32.7050000;32.8800000;32.1400000;32.3450000;24991900
021123;000000;32.4150000;32.5400000;31.7250000;31.8700000;27177600
031123;000000;31.9650000;32.0350000;31.3600000;31.7750000;26394700
061123;000000;31.8300000;32.4450000;31.7750000;32.4300000;16042100
071123;000000;32.3700000;32.5000000;32.0000000;32.0600000;13785900
081123;000000;32.1000000;32.9300000;31.9950000;32.5700000;31414700
091123;000000;32.5450000;33.1350000;32.1950000;32.7800000;40635400
101123;000000;32.8500000;32.8550000;32.4950000;32.6100000;14154900
131123;000000;32.6200000;32.6450000;32.2200000;32.3050000;14535000
141123;000000;32.2650000;32.3350000;31.5100000;31.5800000;19955500
151123;000000;31.6000000;32.1700000;31.4100000;32.0600000;13256600
161123;000000;32.0600000;32.0700000;31.0000000;31.1750000;27429800
171123;000000;31.1750000;32.4600000;30.9650000;32.3050000;41167000
201123;000000;32.3200000;32.4900000;31.9350000;32.0400000;18235600
211123;000000;32.0400000;32.4000000;31.8600000;32.3450000;16304800
221123;000000;32.3450000;32.7400000;31.9000000;32.2000000;18814700
231123;000000;32.1350000;32.2150000;31.6150000;31.9500000;9887400
241123;000000;31.9900000;32.2250000;31.9100000;32.0600000;14969200
271123;000000;32.0200000;32.0800000;31.4000000;31.6200000;20592000
281123;000000;31.7300000;32.0000000;31.4800000;32.0000000;16898200
291123;000000;32.0500000;32.2800000;31.5400000;31.8100000;14597400
301123;000000;31.8100000;31.9350000;31.5150000;31.5700000;12948000
011223;000000;31.5700000;31.7400000;30.4600000;30.8550000;31450800
041223;000000;30.8500000;30.8800000;29.8400000;29.9100000;32135500
051223;000000;29.9900000;30.1650000;29.2900000;29.7400000;35229000
061223;000000;29.8250000;29.9200000;27.1450000;28.0550000;65445300
071223;000000;28.0900000;28.4400000;27.5150000;28.0200000;50434500
081223;000000;28.0700000;28.5500000;27.8650000;27.9000000;21409700
111223;000000;27.9500000;27.9600000;26.5100000;26.9200000;56878600
121223;000000;26.9800000;27.5200000;26.7950000;26.9250000;36121200
